0.5,0.25,100,0.3246,0.7536,0.4538,0.4412,0.0345,29
0.25,0.25,100,0.3244,0.7537,0.4536,0.4405,0.0345,29
0,0.25,100,0.3244,0.7536,0.4535,0.4398,0.0345,29
0.75,0.5,100,0.3241,0.7542,0.4534,0.4424,0.0345,29
0.5,0.5,100,0.3236,0.7543,0.4529,0.4418,0.0345,29
0.25,0.5,100,0.3228,0.7544,0.4521,0.4417,0.0345,29
0,0.5,100,0.3216,0.7546,0.451,0.4409,0.0345,29
1,0.75,100,0.3204,0.7552,0.4499,0.4418,0.0345,29
0.25,6|ConstantRescaler[y-min:0.0#y-max:1000.0#x-min:0.0#persistence-provider:inherit: ecd.default-log-persistence-provider #x-max:1.0,200,0.3156,0.7554,0.4452,0.4414,0.0345,29
0.75,0.5,600,0.5716,0.3645,0.4451,0.2239,0.0345,29
0.75,0.75,100,0.3149,0.7554,0.4445,0.4414,0.0345,29
0.5,0.75,100,0.3129,0.7554,0.4425,0.4413,0.0345,29
0.25,0.75,100,0.3108,0.7557,0.4405,0.4417,0.0345,29
0,6|ConstantRescaler[y-min:0.0#y-max:1000.0#x-min:0.0#persistence-provider:inherit: ecd.default-log-persistence-provider #x-max:1.0,550,0.5135,0.3847,0.4399,0.2231,0.0345,29
0,0.75,100,0.3083,0.7556,0.4379,0.4415,0.0345,29
1,6|ConstantRescaler[y-min:0.0#y-max:1000.0#x-min:0.0#persistence-provider:inherit: ecd.default-log-persistence-provider #x-max:1.0,100,0.3083,0.7534,0.4376,0.4431,0.0345,29
0.5,6|ConstantRescaler[y-min:0.0#y-max:1000.0#x-min:0.0#persistence-provider:inherit: ecd.default-log-persistence-provider #x-max:1.0,550,0.5621,0.3566,0.4364,0.2266,0.0345,29
0,0.25,600,0.5588,0.3576,0.4361,0.1994,0.0345,29
0.25,6|ConstantRescaler[y-min:0.0#y-max:1000.0#x-min:0.0#persistence-provider:inherit: ecd.default-log-persistence-provider #x-max:1.0,550,0.5344,0.3682,0.436,0.2183,0.0345,29
0.25,0.25,600,0.567,0.354,0.4359,0.2011,0.0345,29
1,0,550,0.5903,0.3435,0.4343,0.2389,0.0345,29
1,1,100,0.3022,0.7556,0.4318,0.4411,0.0345,29
1,6|ConstantRescaler[y-min:0.0#y-max:1000.0#x-min:0.0#persistence-provider:inherit: ecd.default-log-persistence-provider #x-max:1.0,0,0.2998,0.7557,0.4293,0.441,0.0345,29
